year,performance,specimen_type,species,fmp_gear,fmp_area,fmp_subarea,age,length,weight
1987,NA,1,301,TRW,GOA,SE,6,29,0.45
1987,NA,1,301,TRW,GOA,SE,6,29,0.45
1987,NA,1,301,TRW,GOA,SE,6,30,0.5
1987,NA,1,301,TRW,GOA,SE,18,41,1.1
1987,NA,1,301,TRW,GOA,SE,7,31,0.55
1987,NA,1,301,TRW,GOA,SE,7,32,0.55
1987,NA,1,301,TRW,GOA,SE,7,32,0.55
1987,NA,1,301,TRW,GOA,SE,6,32,0.6
1987,NA,1,301,TRW,GOA,SE,7,32,0.6
1987,NA,1,301,TRW,GOA,SE,7,32,0.6
1987,NA,1,301,TRW,GOA,SE,7,34,0.7
1987,NA,1,301,TRW,GOA,SE,9,35,0.7
1987,NA,1,301,TRW,GOA,SE,11,35,0.8
1987,NA,1,301,TRW,GOA,SE,10,35,0.9
1987,NA,1,301,TRW,GOA,SE,11,36,0.8
1987,NA,1,301,TRW,GOA,SE,10,36,0.85
1987,NA,1,301,TRW,GOA,SE,9,37,0.85
1987,NA,1,301,TRW,GOA,SE,47,37,0.9
1987,NA,1,301,TRW,GOA,SE,10,38,0.95
1987,NA,1,301,TRW,GOA,SE,15,38,0.95
1987,NA,1,301,TRW,GOA,SE,23,39,1
1987,NA,1,301,TRW,GOA,SE,44,40,1
1987,NA,1,301,TRW,GOA,SE,10,41,1.25
1987,NA,1,301,TRW,GOA,SE,38,41,1.3
1987,NA,1,301,TRW,GOA,SE,5,26,0.35
1987,NA,1,301,TRW,GOA,SE,7,30,0.45
1987,NA,1,301,TRW,GOA,SE,7,30,0.5
1987,NA,1,301,TRW,GOA,SE,6,31,0.5
1987,NA,1,301,TRW,GOA,SE,6,32,0.5
1987,NA,1,301,TRW,GOA,SE,7,33,0.65
1987,NA,1,301,TRW,GOA,SE,8,33,0.65
1987,NA,1,301,TRW,GOA,SE,10,40,0.95
1987,NA,1,301,TRW,GOA,SE,10,42,1.05
1987,NA,1,301,TRW,GOA,SE,18,44,1.4
1987,NA,1,301,TRW,GOA,SE,8,31,0.55
1987,NA,1,301,TRW,GOA,SE,7,32,0.65
1987,1,1,301,TRW,GOA,SE,49,36,0.7
1987,1,1,301,TRW,GOA,SE,32,38,0.65
1987,1,1,301,TRW,GOA,SE,48,38,0.8
1987,1,1,301,TRW,GOA,SE,44,38,0.85
1987,1,1,301,TRW,GOA,SE,46,39,0.85
1987,1,1,301,TRW,GOA,SE,17,39,0.85
1987,1,1,301,TRW,GOA,SE,50,39,0.85
1987,1,1,301,TRW,GOA,SE,45,40,0.8
1987,1,1,301,TRW,GOA,SE,46,40,0.8
1987,1,1,301,TRW,GOA,SE,54,40,0.9
1987,1,1,301,TRW,GOA,SE,33,40,0.95
1987,1,1,301,TRW,GOA,SE,35,40,1.1
1987,1,1,301,TRW,GOA,SE,33,42,0.9
1987,1,1,301,TRW,GOA,SE,33,42,1.15
1987,1,1,301,TRW,GOA,SE,62,43,1
1987,1,1,301,TRW,GOA,SE,6,33,0.4
1987,1,1,301,TRW,GOA,SE,10,37,0.6
1987,1,1,301,TRW,GOA,SE,33,47,1.25
1987,1,1,301,TRW,GOA,SE,11,37,0.6
1987,1,1,301,TRW,GOA,SE,35,42,0.95
1987,1,1,301,TRW,GOA,SE,33,43,0.8
1987,1,1,301,TRW,GOA,SE,33,44,1.05
1987,1,1,301,TRW,GOA,SE,36,44,1.1
1987,1,1,301,TRW,GOA,SE,36,44,1.15
1987,1,1,301,TRW,GOA,SE,24,42,1.15
1987,1,1,301,TRW,GOA,SE,35,43,1
1987,1,1,301,TRW,GOA,SE,18,47,1.3
1987,1,1,301,TRW,GOA,SE,13,36,0.55
1987,1,1,301,TRW,GOA,SE,6,29,0.35
1987,1,1,301,TRW,GOA,SE,7,30,0.45
1987,1,1,301,TRW,GOA,SE,7,33,0.45
1987,1,1,301,TRW,GOA,SE,7,33,0.55
1987,1,1,301,TRW,GOA,SE,7,33,0.6
1987,1,1,301,TRW,GOA,SE,20,44,1.25
1987,1,1,301,TRW,GOA,SE,33,46,1.45
1987,1,1,301,TRW,GOA,SE,46,43,1.2
1987,1,1,301,TRW,GOA,SE,45,48,1.45
1987,1,1,301,TRW,GOA,SE,25,44,1.15
1987,1,1,301,TRW,GOA,SE,58,45,1.05
1987,1,1,301,TRW,GOA,SE,9,35,0.6
1987,1,1,301,TRW,GOA,SE,21,45,1.3
1987,1,1,301,TRW,GOA,SE,39,36,0.65
1987,1,1,301,TRW,GOA,SE,59,37,0.65
1987,1,1,301,TRW,GOA,SE,37,37,0.65
1987,1,1,301,TRW,GOA,SE,45,37,0.7
1987,1,1,301,TRW,GOA,SE,11,37,0.7
1987,1,1,301,TRW,GOA,SE,32,37,0.75
1987,1,1,301,TRW,GOA,SE,20,38,0.65
1987,1,1,301,TRW,GOA,SE,12,38,0.7
1987,1,1,301,TRW,GOA,SE,60,38,0.75
1987,1,1,301,TRW,GOA,SE,36,38,0.75
1987,1,1,301,TRW,GOA,SE,35,38,0.8
1987,1,1,301,TRW,GOA,SE,48,38,0.9
1987,1,1,301,TRW,GOA,SE,68,39,0.7
1987,1,1,301,TRW,GOA,SE,51,39,0.7
1987,1,1,301,TRW,GOA,SE,42,39,0.7
1987,1,1,301,TRW,GOA,SE,61,39,0.75
1987,1,1,301,TRW,GOA,SE,63,39,0.95
1987,1,1,301,TRW,GOA,SE,54,40,0.65
1987,1,1,301,TRW,GOA,SE,61,40,0.7
1987,1,1,301,TRW,GOA,SE,37,40,0.8
1987,1,1,301,TRW,GOA,SE,64,40,0.85
1987,1,1,301,TRW,GOA,SE,28,41,0.85
1987,1,1,301,TRW,GOA,SE,44,41,0.85
1987,1,1,301,TRW,GOA,SE,55,41,0.9
1987,1,1,301,TRW,GOA,SE,58,41,0.95
1987,1,1,301,TRW,GOA,SE,35,41,0.95
1987,1,1,301,TRW,GOA,SE,58,41,1
1987,1,1,301,TRW,GOA,SE,42,41,1.1
1987,1,1,301,TRW,GOA,SE,45,42,1
1987,1,1,301,TRW,GOA,SE,44,42,1
1987,1,1,301,TRW,GOA,SE,32,46,1.05
1987,1,1,301,TRW,GOA,SE,26,48,1.4
1987,1,1,301,TRW,GOA,SE,34,45,1.25
1987,1,1,301,TRW,GOA,SE,31,46,1.25
1987,1,1,301,TRW,GOA,SE,34,46,1.35
1987,1,1,301,TRW,GOA,SE,34,46,1.35
1987,1,1,301,TRW,GOA,SE,34,47,1.45
1987,1,1,301,TRW,GOA,SE,35,44,1.35
1987,1,1,301,TRW,GOA,SE,40,46,1.6
1987,1,1,301,TRW,GOA,SE,35,47,1.8
1987,1,1,301,TRW,GOA,SE,71,42,1
1987,1,1,301,TRW,GOA,SE,11,42,1
1987,1,1,301,TRW,GOA,SE,38,50,2
1987,1,1,301,TRW,GOA,SE,7,34,0.5
1987,1,1,301,TRW,GOA,SE,7,35,0.6
1987,1,1,301,TRW,GOA,SE,7,35,0.65
1987,1,1,301,TRW,GOA,SE,37,39,1
1987,1,1,301,TRW,GOA,SE,11,41,0.9
1987,1,1,301,TRW,GOA,SE,11,41,1
1987,1,1,301,TRW,GOA,SE,46,41,1.1
1987,1,1,301,TRW,GOA,SE,59,42,0.9
1987,1,1,301,TRW,GOA,SE,41,43,1.3
1987,1,1,301,TRW,GOA,SE,35,44,1.25
1987,1,1,301,TRW,GOA,SE,6,21,0.15
1987,1,1,301,TRW,GOA,SE,7,31,0.45
1987,1,1,301,TRW,GOA,SE,7,34,0.55
1987,1,1,301,TRW,GOA,SE,7,34,0.55
1987,1,1,301,TRW,GOA,SE,8,34,0.6
1987,1,1,301,TRW,GOA,SE,10,37,0.8
1987,1,1,301,TRW,GOA,SE,6,23,0.15
1987,1,1,301,TRW,GOA,SE,7,30,0.46
1987,1,1,301,TRW,GOA,SE,8,32,0.45
1987,1,1,301,TRW,GOA,SE,10,35,0.65
1987,1,1,301,TRW,GOA,SE,9,36,0.55
1987,1,1,301,TRW,GOA,SE,7,34,0.55
1987,1,1,301,TRW,GOA,SE,32,35,0.6
1987,1,1,301,TRW,GOA,SE,26,36,0.65
1989,1,1,301,TRW,GOA,WG,8,32,0.6
1989,1,1,301,TRW,GOA,WG,8,32,0.65
1989,1,1,301,TRW,GOA,WG,8,32,0.65
1989,1,1,301,TRW,GOA,WG,8,32,0.68
1989,1,1,301,TRW,GOA,WG,11,33,0.58
1989,1,1,301,TRW,GOA,WG,9,33,0.6
1989,1,1,301,TRW,GOA,WG,8,33,0.6
1989,1,1,301,TRW,GOA,WG,8,33,0.62
1989,1,1,301,TRW,GOA,WG,8,33,0.62
1989,1,1,301,TRW,GOA,WG,9,33,0.65
1989,1,1,301,TRW,GOA,WG,12,33,0.68
1989,1,1,301,TRW,GOA,WG,8,33,0.68
1989,1,1,301,TRW,GOA,WG,12,33,0.7
1989,1,1,301,TRW,GOA,WG,10,34,0.64
1989,1,1,301,TRW,GOA,WY,14,36,0.49
1989,1,1,301,TRW,GOA,WY,12,37,0.59
1989,1,1,301,TRW,GOA,WY,35,39,0.62
1989,1,1,301,TRW,GOA,WY,42,39,0.62
1989,1,1,301,TRW,GOA,WY,34,39,0.7
1989,1,1,301,TRW,GOA,WY,34,39,0.75
1989,1,1,301,TRW,GOA,WY,21,40,0.69
1989,1,1,301,TRW,GOA,WY,33,40,0.85
1989,1,1,301,TRW,GOA,WY,41,40,0.86
1989,1,1,301,TRW,GOA,WY,45,40,0.9
1989,3,1,301,TRW,GOA,WG,7,32,0.6
1989,3,1,301,TRW,GOA,WG,7,33,0.6
1989,3,1,301,TRW,GOA,WG,9,33,0.7
1989,3,1,301,TRW,GOA,WG,8,34,0.6
1989,3,1,301,TRW,GOA,WG,7,34,0.65
1989,3,1,301,TRW,GOA,WG,14,35,0.6
1989,3,1,301,TRW,GOA,WG,9,35,0.7
1989,3,1,301,TRW,GOA,WG,8,35,0.75
1989,3,1,301,TRW,GOA,WG,9,36,0.75
1989,3,1,301,TRW,GOA,WG,10,36,0.8
1989,3,1,301,TRW,GOA,WG,22,37,0.8
1989,1,1,301,TRW,GOA,WG,9,34,0.68
1989,1,1,301,TRW,GOA,WG,11,34,0.68
1989,1,1,301,TRW,GOA,WG,9,34,0.68
1989,1,1,301,TRW,GOA,WG,9,34,0.7
1989,1,1,301,TRW,GOA,WG,11,35,0.68
1989,1,1,301,TRW,GOA,WG,11,35,0.7
1989,1,1,301,TRW,GOA,WG,8,35,0.72
1989,1,1,301,TRW,GOA,WG,13,35,0.85
1989,1,1,301,TRW,GOA,WG,10,36,0.65
1989,1,1,301,TRW,GOA,WG,12,36,0.8
1989,1,1,301,TRW,GOA,WG,12,36,0.83
1989,1,1,301,TRW,GOA,WG,12,36,0.85
1989,1,1,301,TRW,GOA,WG,12,36,0.85
1989,1,1,301,TRW,GOA,WG,19,36,0.95
1989,1,1,301,TRW,GOA,WG,22,37,0.9
1989,1,1,301,TRW,GOA,WY,5,26,0.18
1989,1,1,301,TRW,GOA,WY,6,27,0.19
1989,1,1,301,TRW,GOA,WY,6,27,0.2
1989,1,1,301,TRW,GOA,WY,6,29,0.25
1989,1,1,301,TRW,GOA,WY,6,29,0.27
1989,1,1,301,TRW,GOA,WY,6,29,0.27
1989,1,1,301,TRW,GOA,WY,36,43,1.02
1989,1,1,301,TRW,GOA,WY,32,44,1.05
1989,1,1,301,TRW,GOA,WY,6,27,0.31
1989,1,1,301,TRW,GOA,WY,6,28,0.25
1989,1,1,301,TRW,GOA,WY,39,45,1.38
1989,3,1,301,TRW,GOA,WY,29,41,0.95
1989,3,1,301,TRW,GOA,WY,36,41,1
1989,3,1,301,TRW,GOA,WY,35,41,1.2
1989,3,1,301,TRW,GOA,WY,27,42,0.95
1989,3,1,301,TRW,GOA,WY,36,42,1.2
1989,3,1,301,TRW,GOA,WY,26,45,1.5
1989,1,1,301,TRW,GOA,WY,36,41,0.84
1989,1,1,301,TRW,GOA,WY,38,42,1.1
1989,1,1,301,TRW,GOA,WY,34,42,1.15
1989,1,1,301,TRW,GOA,WY,25,40,0.88
1989,1,1,301,TRW,GOA,WY,51,43,1.15
1989,1,1,301,TRW,GOA,WY,37,43,1.2
1989,1,1,301,TRW,GOA,WY,27,43,1.35
1989,1,1,301,TRW,GOA,WY,37,44,1.6
1989,1,1,301,TRW,GOA,WY,44,45,1.29
1989,1,1,301,TRW,GOA,WY,38,45,1.55
1989,1,1,301,TRW,GOA,WY,35,47,1.7
1989,1,1,301,TRW,GOA,WY,27,48,1.56
1989,1,1,301,TRW,GOA,WY,10,38,0.65
1989,1,1,301,TRW,GOA,WY,14,38,0.65
1989,1,1,301,TRW,GOA,WG,7,30,0.48
1989,1,1,301,TRW,GOA,WG,7,30,0.49
1989,1,1,301,TRW,GOA,WG,9,30,0.51
1989,1,1,301,TRW,GOA,WG,7,30,0.55
1989,1,1,301,TRW,GOA,WG,8,30,0.68
1989,1,1,301,TRW,GOA,WG,9,31,0.52
1989,1,1,301,TRW,GOA,WG,9,31,0.55
1989,1,1,301,TRW,GOA,WG,9,31,0.55
1989,1,1,301,TRW,GOA,WG,8,31,0.55
1989,1,1,301,TRW,GOA,WG,8,31,0.55
1989,1,1,301,TRW,GOA,WG,9,31,0.58
1989,1,1,301,TRW,GOA,WG,9,31,0.59
1989,1,1,301,TRW,GOA,WG,8,31,0.6
1989,1,1,301,TRW,GOA,WG,10,32,0.57
1989,1,1,301,TRW,GOA,WG,10,32,0.6
1989,1,1,301,TRW,GOA,WG,12,37,0.9
1989,1,1,301,TRW,GOA,WG,25,38,0.93
1989,1,1,301,TRW,GOA,WG,32,38,1
1989,1,1,301,TRW,GOA,WG,21,40,2
1989,1,1,301,TRW,GOA,WG,22,40,2.5
1989,1,1,301,TRW,GOA,WG,15,41,1.15
1989,1,1,301,TRW,GOA,WG,85,42,1.15
1989,1,1,301,TRW,GOA,WG,42,42,1.19
1989,1,1,301,TRW,GOA,WG,79,44,1.34
1989,3,1,301,TRW,GOA,WG,5,25,0.3
1989,3,1,301,TRW,GOA,WG,5,25,0.3
1989,3,1,301,TRW,GOA,WG,6,29,0.5
1989,3,1,301,TRW,GOA,WG,7,30,0.5
1989,3,1,301,TRW,GOA,WG,6,31,0.45
1989,3,1,301,TRW,GOA,WG,6,31,0.5
1989,3,1,301,TRW,GOA,WG,6,31,0.51
1989,3,1,301,TRW,GOA,WG,7,32,0.6
1989,3,1,301,TRW,GOA,WG,7,32,0.6
1989,1,1,301,TRW,GOA,WY,36,38,0.85
1989,1,1,301,TRW,GOA,WY,17,39,0.86
1989,1,1,301,TRW,GOA,WY,18,39,0.9
1989,1,1,301,TRW,GOA,WY,20,40,0.94
1989,1,1,301,TRW,GOA,WY,18,40,0.94
1989,1,1,301,TRW,GOA,WY,58,50,1.7
1989,1,1,301,TRW,GOA,WY,16,37,0.58
1989,1,1,301,TRW,GOA,WY,48,38,0.65
1989,1,1,301,TRW,GOA,WY,18,38,0.69
1989,1,1,301,TRW,GOA,WY,43,39,0.74
1989,1,1,301,TRW,GOA,WY,22,39,0.78
1989,1,1,301,TRW,GOA,WY,46,39,0.8
1989,1,1,301,TRW,GOA,WY,34,41,0.98
1989,1,1,301,TRW,GOA,WY,39,44,1.08
1989,1,1,301,TRW,GOA,WY,43,44,1.1
1989,1,1,301,TRW,GOA,WY,43,44,1.15
1989,1,1,301,TRW,GOA,WG,7,30,0.45
1989,1,1,301,TRW,GOA,WG,7,28,0.4
1989,1,1,301,TRW,GOA,WG,7,29,0.49
1989,1,1,301,TRW,GOA,WG,8,30,0.53
1989,1,1,301,TRW,GOA,WG,9,34,0.63
1989,1,1,301,TRW,GOA,WG,10,34,0.68
1989,1,1,301,TRW,GOA,WG,20,35,0.7
1989,1,1,301,TRW,GOA,WG,10,35,0.72
1989,1,1,301,TRW,GOA,WG,10,35,0.78
1989,1,1,301,TRW,GOA,WG,11,36,0.75
1989,1,1,301,TRW,GOA,WG,88,36,0.89
1989,1,1,301,TRW,GOA,WG,10,37,0.85
1989,1,1,301,TRW,GOA,WG,37,37,0.85
1989,1,1,301,TRW,GOA,WG,53,37,0.89
1989,1,1,301,TRW,GOA,WG,65,37,1
1989,1,1,301,TRW,GOA,WG,12,38,0.92
1989,1,1,301,TRW,GOA,WG,6,26,0.3
1990,1,1,301,TRW,GOA,WG,6,23,0.22
1990,1,1,301,TRW,GOA,WG,4,23,0.24
1990,1,1,301,TRW,GOA,WG,4,23,0.25
1990,1,1,301,TRW,GOA,WG,4,24,0.25
1990,1,1,301,TRW,GOA,WG,4,24,0.29
1990,1,1,301,TRW,GOA,WG,5,26,0.33
1990,1,1,301,TRW,GOA,WG,5,26,0.34
1990,1,1,301,TRW,GOA,WG,5,27,0.38
1990,1,1,301,TRW,GOA,WG,5,27,0.39
1990,1,1,301,TRW,GOA,WG,5,27,0.41
1990,1,1,301,TRW,GOA,WG,5,28,0.39
1990,1,1,301,TRW,GOA,WG,5,29,0.44
1990,1,1,301,TRW,GOA,WG,6,29,0.46
1990,1,1,301,TRW,GOA,WG,6,30,0.53
1990,1,1,301,TRW,GOA,WG,7,30,0.55
1990,1,1,301,TRW,GOA,WG,9,31,0.59
1990,1,1,301,TRW,GOA,WG,58,37,0.9
1990,1,1,301,TRW,GOA,WG,68,37,0.91
1990,1,1,301,TRW,GOA,WG,47,37,0.96
1990,1,1,301,TRW,GOA,WG,54,37,1
1990,1,1,301,TRW,GOA,WG,60,38,0.96
1990,1,1,301,TRW,GOA,WG,68,38,0.99
1990,1,1,301,TRW,GOA,WG,62,38,1.03
1990,1,1,301,TRW,GOA,WG,18,38,1.04
1990,1,1,301,TRW,GOA,WG,79,38,1.04
1990,1,1,301,TRW,GOA,WG,63,38,1.06
1990,1,1,301,TRW,GOA,WG,37,39,1.04
1990,1,1,301,TRW,GOA,WG,62,39,1.06
1990,1,1,301,TRW,GOA,WG,55,39,1.08
1990,1,1,301,TRW,GOA,WG,32,39,1.13
1990,1,1,301,TRW,GOA,WG,78,40,1.18
1990,1,1,301,TRW,GOA,WG,61,40,1.22
1990,1,1,301,TRW,GOA,WG,57,40,1.28
1990,1,1,301,TRW,GOA,WG,67,41,1.18
1990,1,1,301,TRW,GOA,WG,60,42,1.42
1990,1,1,301,TRW,GOA,WG,63,42,1.55
1990,1,1,301,TRW,GOA,WG,4,23,0.23
1990,1,1,301,TRW,GOA,WG,5,26,0.33
1990,1,1,301,TRW,GOA,WG,7,27,0.35
1990,1,1,301,TRW,GOA,WG,6,28,0.37
1990,1,1,301,TRW,GOA,WG,6,28,0.41
1990,1,1,301,TRW,GOA,WG,7,29,0.45
1990,1,1,301,TRW,GOA,WG,6,30,0.46
1990,1,1,301,TRW,GOA,WG,9,31,0.54
1990,1,1,301,TRW,GOA,CG,12,33,0.67
1990,1,1,301,TRW,GOA,CG,13,33,0.67
1990,1,1,301,TRW,GOA,CG,18,34,0.69
1990,1,1,301,TRW,GOA,CG,11,34,0.7
1990,1,1,301,TRW,GOA,CG,13,34,0.7
1990,1,1,301,TRW,GOA,CG,9,34,0.71
1990,1,1,301,TRW,GOA,CG,8,34,0.72
1990,1,1,301,TRW,GOA,CG,12,34,0.74
1990,1,1,301,TRW,GOA,CG,15,34,0.75
1990,1,1,301,TRW,GOA,CG,15,35,0.69
1990,1,1,301,TRW,GOA,CG,14,35,0.75
1990,1,1,301,TRW,GOA,CG,15,35,0.79
1990,1,1,301,TRW,GOA,CG,10,35,0.8
1990,1,1,301,TRW,GOA,CG,14,35,0.87
1990,1,1,301,TRW,GOA,CG,13,35,0.89
1990,1,1,301,TRW,GOA,CG,13,36,0.83
1990,1,1,301,TRW,GOA,CG,15,36,0.85
1990,1,1,301,TRW,GOA,CG,30,41,1.19
1990,1,1,301,TRW,GOA,CG,25,41,1.26
1990,1,1,301,TRW,GOA,CG,5,27,0.34
1990,1,1,301,TRW,GOA,CG,5,27,0.34
1990,1,1,301,TRW,GOA,CG,16,38,0.94
1990,1,1,301,TRW,GOA,CG,14,38,0.99
1990,1,1,301,TRW,GOA,CG,17,39,0.99
1990,1,1,301,TRW,GOA,CG,16,39,0.99
1990,1,1,301,TRW,GOA,CG,14,39,1.07
1990,1,1,301,TRW,GOA,CG,15,39,1.11
1990,1,1,301,TRW,GOA,CG,14,40,1.01
1990,1,1,301,TRW,GOA,CG,12,40,1.07
1990,1,1,301,TRW,GOA,CG,14,40,1.1
1990,1,1,301,TRW,GOA,CG,19,40,1.11
1990,1,1,301,TRW,GOA,CG,15,41,1.19
1990,1,1,301,TRW,GOA,CG,19,41,1.27
1990,1,1,301,TRW,GOA,CG,14,42,1.21
1990,1,1,301,TRW,GOA,CG,17,42,1.32
1990,1,1,301,TRW,GOA,CG,64,42,1.36
1990,1,1,301,TRW,GOA,CG,17,43,1.31
1990,1,1,301,TRW,GOA,CG,7,29,0.39
1990,1,1,301,TRW,GOA,CG,11,31,0.53
1990,1,1,301,TRW,GOA,CG,8,32,0.61
1990,1,1,301,TRW,GOA,CG,10,32,0.62
1990,1,1,301,TRW,GOA,CG,12,32,0.65
1990,1,1,301,TRW,GOA,CG,10,33,0.64
1990,1,1,301,TRW,GOA,CG,11,33,0.66
1990,1,1,301,TRW,GOA,CG,12,33,0.73
1990,1,1,301,TRW,GOA,CG,12,35,0.73
1990,1,1,301,TRW,GOA,CG,14,35,0.79
1990,1,1,301,TRW,GOA,CG,29,35,0.84
1990,1,1,301,TRW,GOA,CG,13,36,0.84
1990,1,1,301,TRW,GOA,CG,9,36,0.85
1990,1,1,301,TRW,GOA,CG,14,36,0.91
1990,1,1,301,TRW,GOA,CG,50,37,1.07
1990,1,1,301,TRW,GOA,CG,14,40,1.19
1990,1,1,301,TRW,GOA,CG,71,40,1.3
1990,1,1,301,TRW,GOA,CG,43,40,1.33
1990,1,1,301,TRW,GOA,CG,14,41,1.34
1990,1,1,301,TRW,GOA,CG,7,29,0.46
